level1_time,level1_attempts,level1_hints,level1_stars,level2_time,level2_attempts,level2_hints,level2_stars,level3_time,level3_attempts,level3_hints,level3_stars,difficulty_label,difficulty_name
76,5,3,1,113,5,3,2,115,5,3,2,0,easy-basic
71,3,2,2,131,3,2,1,76,4,3,2,0,easy-basic
109,3,2,2,135,5,2,1,85,3,3,1,0,easy-basic
100,5,2,2,130,5,2,1,92,3,2,2,0,easy-basic
105,3,2,2,93,3,3,2,87,4,3,1,0,easy-basic
108,3,3,2,102,3,3,2,103,5,3,2,0,easy-basic
140,4,3,2,128,4,3,2,87,5,2,2,0,easy-basic
118,4,3,2,135,4,3,1,108,5,3,1,0,easy-basic
129,5,2,1,77,4,3,1,82,4,3,2,0,easy-basic
71,4,3,1,133,5,2,1,85,5,3,2,0,easy-basic
127,4,2,1,105,5,2,1,99,4,3,1,0,easy-basic
66,4,3,1,62,3,3,1,66,5,3,2,0,easy-basic
109,5,2,1,62,5,3,1,81,5,3,1,0,easy-basic
65,5,3,2,105,3,3,2,62,4,2,2,0,easy-basic
63,4,3,1,112,5,3,2,127,5,2,1,0,easy-basic
70,3,3,2,102,3,2,1,137,4,2,2,0,easy-basic
63,5,3,2,112,4,3,2,91,5,3,2,0,easy-basic
74,3,3,1,76,5,2,1,138,5,3,1,0,easy-basic
86,5,3,1,95,5,2,2,89,4,2,1,0,easy-basic
109,5,2,2,72,5,2,1,130,4,3,1,0,easy-basic
125,3,2,2,126,5,3,1,107,4,2,2,0,easy-basic
117,4,2,1,122,5,2,1,122,4,2,2,0,easy-basic
114,5,2,2,78,5,3,1,115,3,3,2,0,easy-basic
139,3,3,2,83,4,3,1,120,4,3,2,0,easy-basic
88,4,2,2,118,3,2,2,134,4,2,2,0,easy-basic
61,5,3,2,72,3,2,1,102,3,3,1,0,easy-basic
139,4,3,1,75,5,3,2,71,4,3,1,0,easy-basic
109,3,2,2,94,3,3,1,83,3,2,2,0,easy-basic
105,4,2,2,139,5,3,2,125,5,2,2,0,easy-basic
91,3,3,2,75,4,2,2,81,3,3,2,0,easy-basic
80,5,3,1,126,5,3,2,111,4,3,1,0,easy-basic
63,3,2,1,93,5,3,2,85,4,2,2,0,easy-basic
88,3,2,1,67,4,2,2,62,5,3,1,0,easy-basic
75,3,2,2,135,4,3,1,90,3,3,2,0,easy-basic
114,5,3,2,67,3,3,1,80,3,3,2,0,easy-basic
132,5,2,2,77,4,3,2,83,3,3,2,0,easy-basic
136,3,3,2,70,3,2,2,72,4,2,2,0,easy-basic
104,3,3,1,75,4,3,1,90,4,2,2,0,easy-basic
69,4,2,2,90,4,3,2,125,5,3,2,0,easy-basic
64,4,2,1,114,4,3,1,133,4,3,2,0,easy-basic
109,4,2,2,137,5,2,1,93,5,3,1,0,easy-basic
117,4,2,2,67,3,2,2,91,5,2,2,0,easy-basic
79,4,2,2,138,3,3,2,74,4,3,2,0,easy-basic
82,4,3,1,113,4,2,1,83,3,3,2,0,easy-basic
93,3,3,1,68,4,3,1,135,4,2,2,0,easy-basic
137,5,3,1,109,5,2,2,100,3,3,2,0,easy-basic
137,4,3,2,139,5,2,1,95,3,2,2,0,easy-basic
106,4,2,2,89,5,2,2,68,3,3,2,0,easy-basic
111,5,2,1,87,5,3,1,98,3,2,1,0,easy-basic
108,4,2,1,61,3,2,2,122,4,2,1,0,easy-basic
111,5,2,2,130,3,2,2,131,4,2,2,0,easy-basic
77,4,3,2,111,5,2,2,68,4,2,1,0,easy-basic
112,4,3,2,101,4,2,2,129,4,3,1,0,easy-basic
80,5,2,1,90,5,3,1,77,4,2,1,0,easy-basic
79,3,3,2,61,4,3,2,109,5,2,2,0,easy-basic
98,5,3,2,88,3,2,2,100,5,3,2,0,easy-basic
107,5,2,2,106,5,3,2,63,3,3,2,0,easy-basic
136,4,3,2,102,5,3,2,127,3,2,2,0,easy-basic
110,4,2,2,134,4,2,2,70,3,3,1,0,easy-basic
65,4,2,2,119,5,2,1,76,3,2,2,0,easy-basic
71,5,3,2,101,3,2,2,127,5,3,1,0,easy-basic
93,3,3,1,80,5,2,1,85,4,2,2,0,easy-basic
133,3,2,1,119,3,3,1,69,3,2,1,0,easy-basic
139,4,3,1,83,5,3,1,136,3,2,1,0,easy-basic
118,3,2,2,108,3,2,2,84,4,3,2,0,easy-basic
134,4,3,1,62,4,2,1,98,5,3,1,0,easy-basic
87,4,3,1,108,3,2,2,79,5,2,2,0,easy-basic
120,4,2,1,138,4,2,2,66,4,3,1,0,easy-basic
113,3,2,1,113,3,2,2,132,5,3,1,0,easy-basic
131,3,3,1,130,4,2,1,80,3,3,2,0,easy-basic
78,3,3,2,127,3,2,1,98,3,3,2,0,easy-basic
74,5,2,1,138,3,2,2,70,4,2,2,0,easy-basic
115,4,3,2,63,4,2,2,87,5,2,2,0,easy-basic
62,4,2,2,82,5,3,2,73,4,2,2,0,easy-basic
115,3,2,2,103,3,2,2,113,4,3,2,0,easy-basic
136,3,2,2,95,5,2,2,81,4,3,2,0,easy-basic
67,3,3,1,118,3,2,2,70,3,3,1,0,easy-basic
62,4,3,1,78,3,3,1,73,4,3,2,0,easy-basic
120,3,2,2,133,4,2,2,92,5,2,1,0,easy-basic
121,4,2,2,69,5,3,1,74,3,3,1,0,easy-basic
99,5,2,2,73,4,2,1,139,4,2,1,0,easy-basic
75,5,2,2,110,5,2,2,73,3,2,2,0,easy-basic
115,5,3,2,101,3,2,2,67,5,3,1,0,easy-basic
137,3,2,2,93,3,2,2,91,3,2,2,0,easy-basic
127,3,3,2,69,4,3,1,66,4,3,1,0,easy-basic
94,5,2,2,75,4,2,2,117,5,3,1,0,easy-basic
79,5,2,1,64,3,2,2,74,3,3,1,0,easy-basic
119,3,2,2,81,4,3,1,60,5,2,1,0,easy-basic
94,5,2,2,139,5,2,1,72,5,2,1,0,easy-basic
98,5,3,2,113,4,3,2,93,4,2,1,0,easy-basic
85,3,3,1,136,5,3,2,137,5,3,1,0,easy-basic
89,3,3,1,101,3,2,2,109,5,3,1,0,easy-basic
120,5,2,1,139,3,2,2,99,4,3,2,0,easy-basic
85,4,2,2,85,4,2,1,88,3,3,2,0,easy-basic
134,3,2,1,134,5,2,2,126,3,3,2,0,easy-basic
60,5,2,1,112,5,3,2,113,3,3,2,0,easy-basic
94,4,3,1,126,5,2,2,113,3,2,1,0,easy-basic
131,3,3,1,132,3,3,2,63,4,3,1,0,easy-basic
113,3,2,2,69,4,2,1,101,4,2,2,0,easy-basic
120,5,3,1,139,4,2,1,73,4,2,1,0,easy-basic
89,5,2,1,85,5,2,1,119,3,2,2,0,easy-basic
86,3,2,2,88,3,2,1,113,4,3,1,0,easy-basic
124,3,3,1,105,4,3,2,62,4,2,1,0,easy-basic
93,4,3,1,71,4,2,1,120,4,3,1,0,easy-basic
110,5,2,1,70,5,3,2,114,3,3,2,0,easy-basic
72,4,2,1,107,5,3,1,117,3,2,2,0,easy-basic
113,4,3,2,62,4,3,2,138,5,2,2,0,easy-basic
99,3,2,1,80,4,2,2,107,5,3,2,0,easy-basic
98,5,2,1,73,4,2,1,99,5,3,1,0,easy-basic
95,4,3,1,60,4,3,2,62,3,2,1,0,easy-basic
127,5,2,2,126,4,2,2,67,5,3,2,0,easy-basic
66,3,3,2,74,3,3,1,68,5,2,1,0,easy-basic
86,3,3,2,131,3,2,2,91,4,2,1,0,easy-basic
122,3,3,2,127,4,2,2,119,4,3,2,0,easy-basic
131,3,2,2,94,4,3,1,97,4,3,1,0,easy-basic
119,3,2,1,138,3,3,1,85,5,3,2,0,easy-basic
81,4,2,2,121,5,3,1,119,5,3,1,0,easy-basic
99,4,2,2,65,4,3,1,96,4,2,2,0,easy-basic
90,4,3,1,102,3,2,2,139,4,2,1,0,easy-basic
100,4,3,2,82,3,2,1,68,5,2,2,0,easy-basic
132,5,3,1,90,3,2,1,117,5,2,1,0,easy-basic
107,5,2,2,93,3,2,2,83,5,2,2,0,easy-basic
104,3,3,2,80,5,2,1,66,5,3,2,0,easy-basic
117,4,2,1,77,4,2,2,98,4,2,2,0,easy-basic
101,3,2,2,63,3,3,2,124,4,2,2,0,easy-basic
107,3,3,2,139,4,2,1,80,4,3,2,0,easy-basic
131,5,3,2,140,4,2,1,134,5,2,1,0,easy-basic
106,5,3,1,130,4,3,1,114,4,3,2,0,easy-basic
81,5,2,2,77,4,3,2,73,5,3,2,0,easy-basic
134,5,2,1,63,3,2,2,95,5,2,2,0,easy-basic
125,3,3,1,136,4,3,2,71,3,2,2,0,easy-basic
81,4,3,1,84,3,2,2,104,4,2,2,0,easy-basic
133,4,2,2,129,5,3,2,129,5,2,1,0,easy-basic
116,5,2,1,113,3,2,2,126,4,3,1,0,easy-basic
84,3,3,1,69,5,3,1,74,3,3,1,0,easy-basic
91,3,3,2,69,3,3,1,116,4,3,1,0,easy-basic
112,4,3,1,107,4,2,1,122,4,3,1,0,easy-basic
120,5,2,2,89,4,2,1,92,5,3,1,0,easy-basic
63,5,3,2,65,5,3,2,133,3,2,2,0,easy-basic
98,4,2,1,79,4,2,1,105,3,3,1,0,easy-basic
128,4,3,1,78,3,3,1,133,5,2,1,0,easy-basic
84,5,2,2,88,5,3,1,102,3,3,1,0,easy-basic
137,4,2,2,97,5,3,1,72,3,2,2,0,easy-basic
68,4,3,2,63,4,2,2,82,4,3,2,0,easy-basic
81,4,2,1,74,5,2,2,72,3,3,1,0,easy-basic
63,3,3,1,72,3,2,2,110,3,3,1,0,easy-basic
60,3,3,1,104,4,3,1,124,4,2,1,0,easy-basic
60,5,2,2,128,5,3,1,110,4,3,1,0,easy-basic
75,4,2,1,98,4,2,1,114,3,2,2,0,easy-basic
85,4,3,1,94,3,2,1,134,4,2,2,0,easy-basic
128,5,2,1,102,5,2,1,93,4,3,2,0,easy-basic
120,5,3,2,104,4,3,1,103,3,3,2,0,easy-basic
133,4,3,1,81,3,2,2,69,5,3,2,0,easy-basic
122,4,3,1,113,5,3,2,93,3,2,2,0,easy-basic
85,4,2,1,77,3,3,1,136,5,2,2,0,easy-basic
80,3,2,1,117,5,3,2,60,4,3,1,0,easy-basic
63,3,3,1,106,3,3,2,133,4,2,2,0,easy-basic
80,5,3,1,84,3,2,1,63,4,3,1,0,easy-basic
127,3,3,2,69,3,2,2,138,4,2,1,0,easy-basic
135,5,3,2,62,4,3,1,101,3,3,1,0,easy-basic
127,3,2,1,123,3,2,2,102,4,2,1,0,easy-basic
119,3,3,1,94,5,2,1,81,5,2,1,0,easy-basic
135,3,2,2,82,5,2,2,76,3,3,2,0,easy-basic
120,3,3,1,74,5,2,2,72,5,2,1,0,easy-basic
62,5,2,2,98,3,2,2,104,4,3,2,0,easy-basic
108,3,2,2,99,5,3,2,115,3,2,1,0,easy-basic
67,3,2,2,123,4,2,1,81,3,2,2,0,easy-basic
138,3,2,2,131,4,2,1,68,3,2,2,0,easy-basic
101,5,2,1,101,4,2,2,113,5,3,1,0,easy-basic
113,3,3,2,113,5,2,1,118,5,3,2,0,easy-basic
62,5,3,2,112,4,2,2,85,4,2,1,0,easy-basic
93,4,2,2,96,5,2,1,107,4,3,1,0,easy-basic
98,3,3,1,69,5,3,1,106,3,3,1,0,easy-basic
98,4,2,2,128,4,3,1,98,3,3,1,0,easy-basic
63,5,2,2,129,3,2,1,81,5,3,2,0,easy-basic
101,4,3,2,81,3,2,2,77,4,2,2,0,easy-basic
140,4,3,2,132,4,3,1,86,3,2,1,0,easy-basic
137,4,3,2,60,5,2,2,140,5,2,1,0,easy-basic
105,4,2,1,127,4,3,1,88,4,3,2,0,easy-basic
96,5,3,1,81,4,2,1,122,5,3,1,0,easy-basic
112,5,2,1,86,5,2,1,82,4,3,2,0,easy-basic
115,4,2,2,119,3,3,2,132,4,2,2,0,easy-basic
102,4,3,2,92,5,3,1,77,3,3,2,0,easy-basic
140,3,2,1,101,4,3,2,110,4,2,1,0,easy-basic
105,3,2,1,105,3,3,1,124,4,3,2,0,easy-basic
62,4,2,2,115,4,3,2,94,3,2,1,0,easy-basic
64,3,2,1,137,5,2,1,130,4,2,1,0,easy-basic
66,3,2,2,110,4,2,2,97,4,2,1,0,easy-basic
66,4,2,2,85,3,3,1,75,5,3,1,0,easy-basic
132,4,2,1,76,4,2,1,139,3,3,1,0,easy-basic
133,4,2,2,133,5,2,1,76,5,2,1,0,easy-basic
66,4,3,2,69,5,3,2,109,4,3,2,0,easy-basic
60,3,2,2,100,5,2,1,86,4,3,2,0,easy-basic
123,5,3,1,131,3,2,1,72,4,3,2,0,easy-basic
101,4,3,2,83,5,3,2,119,3,3,1,0,easy-basic
120,3,3,1,132,5,3,1,108,4,2,2,0,easy-basic
111,3,2,1,90,5,2,2,132,5,3,2,0,easy-basic
64,4,3,2,118,3,3,1,136,3,2,1,0,easy-basic
88,4,2,1,111,4,2,2,87,4,2,2,0,easy-basic
66,5,3,1,99,3,3,1,87,5,3,1,0,easy-basic
137,5,3,1,131,4,3,1,126,3,2,1,0,easy-basic
139,3,2,1,72,3,2,1,133,3,3,2,0,easy-basic
72,3,2,2,115,4,3,2,81,4,3,1,0,easy-basic
77,3,3,1,120,4,3,1,95,4,2,2,0,easy-basic
134,5,3,1,136,3,3,2,136,5,2,2,0,easy-basic
122,5,3,1,72,5,3,1,138,5,2,1,0,easy-basic
74,4,3,2,77,5,3,2,120,4,2,1,0,easy-basic
64,3,3,1,79,5,2,1,104,3,3,2,0,easy-basic
123,5,2,2,128,5,2,2,132,5,3,2,0,easy-basic
115,5,3,2,90,3,2,2,73,5,3,1,0,easy-basic
66,3,2,2,113,3,3,2,138,4,2,2,0,easy-basic
91,4,3,1,137,5,3,2,130,3,2,2,0,easy-basic
125,5,3,1,61,3,3,2,94,3,2,2,0,easy-basic
97,3,2,1,92,3,3,2,125,3,2,1,0,easy-basic
100,4,3,1,69,5,2,1,80,4,2,1,0,easy-basic
76,5,3,2,101,3,2,2,63,5,3,2,0,easy-basic
79,3,2,1,65,3,2,1,127,3,2,2,0,easy-basic
62,3,3,2,107,3,3,2,122,5,3,2,0,easy-basic
121,4,2,2,118,4,2,2,71,4,2,1,0,easy-basic
68,3,3,1,68,4,3,2,109,5,3,2,0,easy-basic
119,4,2,2,77,5,2,1,119,4,3,2,0,easy-basic
64,4,3,2,76,5,2,1,115,3,2,1,0,easy-basic
73,3,3,1,109,5,2,1,95,5,2,2,0,easy-basic
118,4,3,2,62,4,2,2,132,3,3,1,0,easy-basic
110,4,2,1,99,3,2,1,111,4,3,2,0,easy-basic
79,4,3,1,136,3,2,2,65,3,3,2,0,easy-basic
64,5,3,1,101,3,2,1,81,4,2,2,0,easy-basic
132,3,3,1,124,5,3,2,80,5,3,2,0,easy-basic
100,3,2,2,126,5,2,1,102,4,3,1,0,easy-basic
65,4,3,1,87,5,3,1,79,3,3,1,0,easy-basic
69,3,3,1,86,5,2,2,118,4,3,1,0,easy-basic
61,3,3,2,113,5,2,1,77,5,3,2,0,easy-basic
71,3,3,2,69,3,3,2,108,4,2,2,0,easy-basic
116,3,2,1,99,3,3,1,135,5,3,2,0,easy-basic
140,4,2,2,94,4,3,1,73,5,3,1,0,easy-basic
93,5,3,1,114,4,2,1,64,5,2,2,0,easy-basic
113,3,3,2,112,4,3,2,91,4,3,2,0,easy-basic
65,3,2,1,93,3,2,2,89,5,3,1,0,easy-basic
93,4,2,2,68,3,3,1,140,4,3,1,0,easy-basic
140,4,2,2,136,3,3,1,119,3,2,2,0,easy-basic
139,3,3,1,82,5,2,1,97,3,3,2,0,easy-basic
135,3,2,2,100,4,3,2,121,3,2,1,0,easy-basic
98,5,2,1,135,4,2,1,127,3,3,2,0,easy-basic
73,5,2,2,119,5,2,1,84,5,3,2,0,easy-basic
111,3,3,2,121,3,2,2,106,4,3,2,0,easy-basic
130,3,3,1,82,4,3,1,62,3,3,2,0,easy-basic
94,4,2,1,81,5,2,2,140,3,2,2,0,easy-basic
97,3,2,2,98,3,2,2,126,5,2,2,0,easy-basic
72,5,2,2,135,5,3,2,92,5,3,2,0,easy-basic
61,5,3,2,133,3,2,2,120,3,3,2,0,easy-basic
92,5,2,2,128,5,2,2,126,3,2,2,0,easy-basic
76,3,2,2,136,5,2,2,101,3,3,2,0,easy-basic
111,4,2,1,123,4,2,2,63,5,3,1,0,easy-basic
81,3,2,2,84,5,3,2,87,4,3,1,0,easy-basic
97,3,3,1,140,5,3,2,117,4,3,1,0,easy-basic
97,5,2,2,62,4,3,1,119,4,2,2,0,easy-basic
75,3,3,2,130,4,3,1,107,3,2,2,0,easy-basic
126,3,2,2,133,4,3,1,132,5,3,2,0,easy-basic
111,4,3,2,87,4,3,2,127,5,2,1,0,easy-basic
65,3,3,2,93,5,3,2,65,5,2,2,0,easy-basic
100,3,3,2,85,3,3,1,98,4,2,2,0,easy-basic
109,5,3,2,119,3,2,2,110,4,3,1,0,easy-basic
124,3,3,1,115,5,2,2,131,5,2,2,0,easy-basic
109,4,2,1,68,5,2,2,71,3,3,2,0,easy-basic
112,3,2,1,111,5,2,2,74,3,3,1,0,easy-basic
81,5,3,2,82,3,2,1,122,3,3,1,0,easy-basic
124,5,2,2,63,4,2,2,111,5,2,2,0,easy-basic
137,3,3,2,90,5,3,1,117,3,2,1,0,easy-basic
89,5,3,2,127,3,3,1,118,3,2,2,0,easy-basic
112,4,2,2,125,3,3,2,120,5,3,1,0,easy-basic
75,3,3,1,106,4,3,1,71,5,3,1,0,easy-basic
136,3,3,1,134,3,3,2,106,4,3,1,0,easy-basic
92,5,2,2,110,5,3,2,81,5,2,1,0,easy-basic
108,4,2,1,133,5,3,2,83,3,3,2,0,easy-basic
131,3,2,1,86,3,2,2,111,3,2,1,0,easy-basic
124,3,3,1,73,5,2,2,93,4,2,1,0,easy-basic
133,4,3,2,132,4,2,2,108,3,3,1,0,easy-basic
108,4,3,2,93,5,3,2,85,3,3,1,0,easy-basic
60,5,2,1,84,5,2,2,119,3,2,1,0,easy-basic
84,5,3,1,124,3,3,2,122,3,2,1,0,easy-basic
92,3,3,1,106,4,2,1,125,5,2,1,0,easy-basic
113,4,2,1,63,5,2,1,73,4,2,1,0,easy-basic
67,3,2,1,66,4,2,1,63,3,2,2,0,easy-basic
84,4,2,2,130,4,3,2,65,4,3,2,0,easy-basic
85,5,2,1,139,4,2,2,128,5,3,1,0,easy-basic
71,5,3,1,119,5,2,2,115,3,2,1,0,easy-basic
67,4,3,1,129,3,2,2,139,3,2,1,0,easy-basic
81,4,3,1,122,3,3,2,118,5,3,2,0,easy-basic
92,4,2,1,91,3,2,2,75,4,3,1,0,easy-basic
123,3,2,1,63,5,3,1,92,4,2,1,0,easy-basic
80,3,2,2,74,3,3,1,101,5,3,1,0,easy-basic
134,5,3,2,127,5,2,2,129,4,2,1,0,easy-basic
93,5,2,1,69,3,2,2,73,4,2,1,0,easy-basic
110,4,3,2,119,4,2,1,139,5,2,2,0,easy-basic
135,5,2,2,90,3,2,1,84,5,2,2,0,easy-basic
102,4,3,2,105,4,3,2,63,5,3,1,0,easy-basic
72,4,3,1,87,4,3,1,135,4,3,1,0,easy-basic
107,3,3,2,79,5,2,1,102,3,3,1,0,easy-basic
76,3,3,1,135,5,3,2,93,3,3,1,0,easy-basic
102,4,3,2,128,4,2,2,68,4,2,1,0,easy-basic
93,3,3,2,106,4,3,2,122,4,3,2,0,easy-basic
68,5,3,1,86,4,2,2,84,3,2,1,0,easy-basic
75,5,3,1,122,3,2,2,91,4,3,2,0,easy-basic
131,4,3,2,97,4,3,1,69,4,3,2,0,easy-basic
125,5,3,1,74,5,2,1,130,5,2,2,0,easy-basic
81,4,3,2,100,4,3,1,68,3,2,1,0,easy-basic
128,4,2,1,123,3,3,1,90,3,3,2,0,easy-basic
115,3,2,2,70,5,3,1,138,4,3,2,0,easy-basic
98,4,3,1,95,4,2,2,111,3,3,2,0,easy-basic
84,4,2,1,74,3,2,1,98,5,3,1,0,easy-basic
136,5,3,2,99,4,3,1,120,3,2,2,0,easy-basic
69,4,3,1,79,3,3,2,78,4,2,2,0,easy-basic
108,5,2,2,78,3,2,1,87,4,3,2,0,easy-basic
114,4,3,2,138,4,3,1,92,4,3,2,0,easy-basic
131,4,2,2,128,3,2,2,78,5,2,2,0,easy-basic
122,3,3,1,91,4,3,1,99,3,2,1,0,easy-basic
122,3,3,2,117,3,2,2,118,4,3,2,0,easy-basic
125,4,3,2,106,3,2,2,123,3,2,1,0,easy-basic
126,5,3,1,111,5,2,2,88,3,3,2,0,easy-basic
95,4,3,2,119,4,2,2,89,5,3,2,0,easy-basic
79,4,2,1,129,4,3,2,88,5,2,1,0,easy-basic
112,5,3,1,113,3,3,2,122,3,3,2,0,easy-basic
105,5,3,2,140,4,3,2,115,5,3,2,0,easy-basic
131,5,2,2,118,3,3,1,74,5,2,2,0,easy-basic
100,3,3,2,124,5,2,1,111,5,2,2,0,easy-basic
102,3,2,2,120,4,3,2,89,5,2,2,0,easy-basic
92,4,2,2,69,5,3,1,128,4,3,1,0,easy-basic
102,3,3,2,94,4,2,1,89,5,2,2,0,easy-basic
93,3,3,2,115,4,2,1,70,3,2,2,0,easy-basic
75,3,2,2,95,4,2,2,61,3,3,2,0,easy-basic
75,5,2,2,130,3,3,1,97,3,2,2,0,easy-basic
119,3,3,1,99,3,2,1,62,5,3,2,0,easy-basic
105,4,2,2,105,4,3,1,92,4,2,1,0,easy-basic
75,5,3,2,123,4,3,1,86,3,2,2,0,easy-basic
121,5,2,2,111,4,3,2,100,5,2,1,0,easy-basic
119,5,2,1,92,3,2,1,91,5,3,1,0,easy-basic
94,3,2,2,66,4,2,2,117,5,3,1,0,easy-basic
64,3,2,2,115,5,3,2,126,5,3,2,0,easy-basic
101,4,3,1,82,5,3,2,127,3,2,1,0,easy-basic
92,5,2,1,73,3,2,2,135,4,2,1,0,easy-basic
112,3,2,1,72,3,2,2,140,5,3,2,0,easy-basic
126,4,2,2,97,3,3,2,63,3,2,1,0,easy-basic
127,4,2,2,123,3,2,1,135,5,3,2,0,easy-basic
131,3,2,2,68,5,2,1,107,5,3,1,0,easy-basic
115,4,3,2,72,3,3,2,134,5,2,2,0,easy-basic
127,4,3,2,90,3,3,2,124,3,3,2,0,easy-basic
83,4,2,2,61,5,3,1,131,3,3,1,0,easy-basic
94,3,3,2,101,3,2,1,131,5,2,1,0,easy-basic
110,4,3,2,112,3,2,1,126,3,3,1,0,easy-basic
98,3,2,1,78,5,3,2,100,3,2,2,0,easy-basic
123,5,3,1,74,3,3,2,92,4,2,1,0,easy-basic
96,4,3,2,99,5,2,2,115,3,2,2,0,easy-basic
81,3,3,2,116,3,2,1,114,5,3,2,0,easy-basic
117,3,2,1,109,5,3,1,71,5,2,2,0,easy-basic
68,3,3,1,60,5,2,2,140,4,2,1,0,easy-basic
83,5,2,1,76,4,3,2,129,5,3,1,0,easy-basic
61,5,3,1,76,3,3,1,62,3,2,1,0,easy-basic
80,4,3,2,110,3,2,1,72,4,2,1,0,easy-basic
131,5,2,1,74,4,2,2,77,3,2,2,0,easy-basic
124,3,2,1,84,3,3,2,79,5,2,2,0,easy-basic
69,5,2,2,73,3,3,1,85,5,3,2,0,easy-basic
76,4,2,1,113,5,2,2,140,4,2,1,0,easy-basic
60,4,2,1,76,3,3,2,117,4,2,1,0,easy-basic
127,4,3,1,115,5,3,1,133,5,2,1,0,easy-basic
108,5,3,2,110,3,3,1,92,4,3,2,0,easy-basic
121,3,2,2,87,3,3,2,138,3,3,2,0,easy-basic
65,5,3,2,80,3,2,2,80,5,3,1,0,easy-basic
89,3,3,2,62,3,2,1,71,3,2,2,0,easy-basic
138,4,2,2,104,5,2,2,112,5,3,1,0,easy-basic
96,5,3,1,117,4,3,1,117,3,3,2,0,easy-basic
79,4,3,2,79,4,3,2,115,3,3,1,0,easy-basic
109,4,3,1,86,5,2,2,78,4,2,1,0,easy-basic
129,4,2,2,134,4,3,1,68,4,3,2,0,easy-basic
87,4,3,1,127,5,2,1,136,4,2,2,0,easy-basic
78,4,3,1,114,3,3,2,107,4,2,1,0,easy-basic
99,4,3,2,91,3,2,2,67,3,2,1,0,easy-basic
140,3,3,2,97,3,2,1,126,5,3,1,0,easy-basic
114,3,3,2,108,3,3,2,115,3,3,2,0,easy-basic
87,5,2,1,94,5,3,2,134,4,3,2,0,easy-basic
134,3,3,1,67,3,3,1,72,4,3,1,0,easy-basic
98,4,2,2,130,3,3,1,75,3,2,1,0,easy-basic
98,4,3,1,88,4,2,1,88,3,2,2,0,easy-basic
132,4,3,2,80,4,3,1,111,5,3,2,0,easy-basic
86,3,3,1,135,5,3,1,64,3,2,2,0,easy-basic
124,4,3,2,60,3,2,1,94,5,3,2,0,easy-basic
79,3,3,1,132,5,2,1,100,5,3,1,0,easy-basic
104,5,3,1,113,4,2,2,93,5,2,1,0,easy-basic
61,3,3,1,100,3,3,2,90,3,3,2,0,easy-basic
140,4,3,2,140,3,3,1,79,3,2,1,0,easy-basic
139,4,2,2,66,5,3,1,113,5,3,1,0,easy-basic
102,5,2,1,115,4,2,2,89,4,3,1,0,easy-basic
115,3,3,1,64,3,2,2,95,4,3,2,0,easy-basic
97,3,3,2,130,3,2,1,83,4,3,1,0,easy-basic
86,5,2,2,116,5,2,2,69,3,3,2,0,easy-basic
114,5,3,1,96,5,3,2,69,5,3,1,0,easy-basic
131,4,3,2,116,5,2,2,99,3,3,2,0,easy-basic
119,5,2,2,77,5,2,2,84,4,2,1,0,easy-basic
106,4,2,2,104,4,2,1,123,5,3,2,0,easy-basic
76,3,3,2,120,4,3,2,92,4,3,1,0,easy-basic
62,4,2,2,127,3,3,2,81,5,2,2,0,easy-basic
79,4,2,2,89,3,2,1,85,5,2,1,0,easy-basic
137,3,3,2,77,4,3,2,132,4,2,1,0,easy-basic
132,3,2,2,69,4,2,1,62,4,3,2,0,easy-basic
128,3,2,2,131,5,2,2,76,4,2,2,0,easy-basic
116,5,3,2,132,5,3,1,97,3,3,1,0,easy-basic
84,3,2,1,137,5,2,1,115,3,3,2,0,easy-basic
100,4,3,1,61,5,3,2,77,3,3,2,0,easy-basic
97,3,3,1,78,3,2,2,86,5,3,2,0,easy-basic
117,3,3,1,103,5,3,1,115,4,2,2,0,easy-basic
97,4,3,1,119,4,2,1,90,5,2,2,0,easy-basic
113,4,3,1,97,5,3,2,69,5,2,2,0,easy-basic
114,3,3,1,91,5,3,2,91,3,2,1,0,easy-basic
125,4,2,2,139,5,2,2,125,4,2,1,0,easy-basic
109,5,2,2,122,4,2,2,113,5,3,2,0,easy-basic
95,5,2,1,128,3,3,1,69,5,2,2,0,easy-basic
140,3,3,1,77,5,3,1,85,3,2,1,0,easy-basic
90,3,3,2,75,3,3,1,114,3,2,1,0,easy-basic
64,3,3,2,137,3,3,2,118,4,2,1,0,easy-basic
84,5,3,2,74,5,2,1,84,5,2,2,0,easy-basic
116,5,3,2,70,4,3,2,96,4,2,2,0,easy-basic
77,4,3,1,127,5,3,2,104,3,3,1,0,easy-basic
128,5,3,1,135,4,2,2,126,4,3,1,0,easy-basic
132,3,2,2,120,5,3,1,80,4,2,2,0,easy-basic
102,5,3,2,72,4,2,2,73,5,3,1,0,easy-basic
62,5,2,1,95,5,2,2,66,3,2,2,0,easy-basic
139,3,2,2,76,3,3,2,66,3,2,2,0,easy-basic
97,3,3,1,71,5,2,2,107,5,3,1,0,easy-basic
132,3,3,2,128,5,2,1,73,5,2,1,0,easy-basic
91,5,2,1,125,5,2,1,106,3,2,2,0,easy-basic
124,5,3,2,118,3,2,1,63,4,3,1,0,easy-basic
62,4,2,1,111,4,3,2,130,4,3,1,0,easy-basic
77,3,2,1,140,3,3,2,63,3,2,1,0,easy-basic
119,4,3,1,135,3,3,2,129,5,2,1,0,easy-basic
106,5,2,1,138,4,2,1,116,4,2,2,0,easy-basic
